constant,value,units,tag,tier,form,block,band,errs,resolves_by,decided_by,precedent,supplied_by,default,superseded_by,note
THERMAL_IOTA_FLOOR_KNOWLEDGE,1e-06,joules per EOH fulfilled,placeholder,D,"the per-domain thermodynamic MINIMUM joules to fulfill one EOH by machine (E27). Ordering follows the handoff: personal and infrastructure carry real caloric and enthalpy floors, while knowledge's Landauer floor is astronomically lower (finding F6). One EOH is one hour of entropy-obligation-equivalent, and the J/EOH mapping is the open quantity.",Thermal sink — budget chain (P0),,,"measured ι via the handoff §13.1 ladder D→C→B. Path C (research/thermal_path_c.py) already bypasses these entirely — ι and EOH_total cancel in ε_max = ε_current · budget / Φ_auto — so the measured route exists and these are retained for the provable bound, not for reported results.",,,,,,"THE GATING UNCERTAINTY OF THE P0 LAYER, and a floor-based bound can only OVERSTATE ε_max (real ι ≥ ι_floor) — so a floor bound < 1 would be CONCLUSIVE (F2), while a bound ≥ 1 is inconclusive and points to the measured-ι ladder rather than to changing these numbers. At non-degenerate constants the bound comes back ε_max ≫ 1 → INCONCLUSIVE, which is the honest P0 result: the thermodynamic floor is too low to bind automation."
A_LAND_CLAIMED_M2,1.35e+14,m²,measured,B,"land area ex-Antarctica — the denominator for land-allocated ψ*. Geographic rather than a free parameter, but the EXCLUSION of Antarctica is a framework decision about what land can bear an allocation, not a measurement.",Thermal sink — Path C measured inputs,,,"a standard geographic dataset; the figure is not in dispute. What is in dispute is the exclusion rule, which ETA_LAND_MASK_THRESHOLD also touches.",,,,,,
THERMAL_F_NET_ERF,3.366,W·m⁻²,measured,A,"TOTAL effective radiative forcing, IGCC 2025a p50 at time = 2025 — the BUDGET basis per C4, because natural forcing consumes the habitability allowance regardless of cause. Verified 2026-08-03 against the shipped synthesis timeseries (`total` column). Correction C5 replaced AR6 2019-baseline Tier C values; the recalled 2.72 was right for the wrong year.",Thermal sink — Path C measured inputs,,,"an annual IGCC refresh. Guardrail I quantity — measured, published with uncertainty, never negotiated.",,,,,,
THERMAL_F_NET_ERF_P05,2.602,W·m⁻²,measured,A,the IGCC 2025a p05/p95 bounds on total ERF. This band is what makes the determinacy map computable — the layer withholds a budget where its sign is undetermined across the band rather than reporting the p50 alone.,Thermal sink — Path C measured inputs,,,an annual IGCC refresh.,,,,,,
THERMAL_F_NET_ERF_P95,4.102,W·m⁻²,measured,A,the IGCC 2025a p05/p95 bounds on total ERF. This band is what makes the determinacy map computable — the layer withholds a budget where its sign is undetermined across the band rather than reporting the p50 alone.,Thermal sink — Path C measured inputs,,,an annual IGCC refresh.,,,,,,
THERMAL_F_ANTHRO_ERF,3.104,W·m⁻²,measured,A,"anthropogenic ERF alone, including aerosol cooling — the REMOVABLE forcing, hence the defensible F3 gain basis. Carried separately from the budget basis because decarbonization gain and budget consumption are different questions: only the anthropogenic part is removable by labour.",Thermal sink — Path C measured inputs,,,an annual IGCC refresh.,,,,,,
THERMAL_F_WMGHG_ERF,3.585,W·m⁻²,measured,A,well-mixed GHG ERF alone (IGCC 2025a `wmghg`) — the forward-looking basis as aerosol cooling declines.,Thermal sink — Path C measured inputs,,,an annual IGCC refresh.,,,,,,
CO2_FORCING_COEFFICIENT,5.645,W·m⁻² per ln(C/C₀),measured,A,DERIVED by OLS of the IGCC 2025a CO₂ ERF series on ln(concentration) over 350–426 ppm (n=38) — the range a drawdown actually traverses. Self-validating: the fitted intercept implies C₀ = 279.8 ppm against the accepted pre-industrial 278. Myhre's classic 5.35 runs 5.2% low over this range.,Thermal sink — drawdown chain,,,an IGCC vintage refresh re-fits it. Moved from recalled to derived in the measurement spine pass.,,,,,,
CO2_CONCENTRATION_PPM,425.65,ppm,measured,A,IGCC 2025a annual mean at 2025.,Thermal sink — drawdown chain,,,an annual refresh.,,,,,,
CO2_PPM_TO_GT,7.82,GtCO₂ per ppm,derived,,"atmospheric mass 5.148e18 kg × 1e-6 × (44.01/28.96 molar ratio). Derivable arithmetic from physical constants, not fitted to anything.",Thermal sink — drawdown chain,,,n/a — it follows from atmospheric mass and molar masses.,,,,,,
CDR_GROSS_REMOVAL_FACTOR,1.8,dimensionless gross/net ratio,placeholder,D,"removing CO₂ from the air lets ocean and land sinks OUTGAS back, so the gross tonnage removed exceeds the concentration drop achieved.",Thermal sink — drawdown chain,,,ESM CDR reversibility experiments (Zickfeld et al.).,,,,,,"OMITTING IT WOULD UNDERSTATE THE OBLIGATION ~2× and bias the solvency gate toward passing — exactly the wrong error, which is why a Tier D placeholder is carried rather than the term dropped."
CDR_ENERGY_GJ_PER_TONNE,4.0,GJ per tonne CO₂ removed,bounded,C,DAC-order energy intensity; recalled range 2–6.,Thermal sink — drawdown chain,"2–6 GJ per tonne CO₂, DAC-order","NEITHER. Mid-band, and it does not affect the EOH obligation at all — the energy term cancels out of it (EOH = gross tonnes × labour-hours/tonne), so it drives only the programme's own dissipation.","published plant LCA. Together with CDR_LABOR_HOURS_PER_TONNE this DERIVES ι_drawdown = (GJ/t)/(h/t) ≈ 6.7e9 J/EOH, so the framework's drawdown ι is a function of two plant observables rather than a third free placeholder.",,,,,,
THERMAL_PROGRAMME_YEARS,40.0,years,normative,,"the horizon over which the drawdown obligation is discharged. 40 yr keeps the programme inside a single lifetime of responsibility: the generation that incurred the debt discharges it, rather than booking the benefit and willing the work to people who did not choose it.",Thermal sink — drawdown chain,,,,"nothing measurable. This is an ETHICAL choice about who bears the work, not a technical one, and it should be argued as such — which is why the pointer says so rather than naming a study that would not settle it.",,,,,"A REAL LEVER — the obligation scales as 1/horizon, so 30 yr is 1.33× the annual load and 100 yr is 0.4×."
CDR_ALLOCATION_BASIS,'responsibility',"policy switch — ""responsibility""",normative,,"how the global drawdown job is split across collectives. ""responsibility"" (cumulative emissions) is chosen over ""population"" because a collective cannot burden others with the consequences of choices it made. See allocation_share().",Thermal sink — allocation doctrine,,,,"nothing measurable — a governance decision, not physics. Both options are implemented so the choice is visible and reversible rather than baked in.",,,,,
CDR_RESPONSIBILITY_BASIS,'incl_luc',"policy switch — ""incl_luc""",normative,,"which cumulative-CO₂ measure weights responsibility. ""incl_luc"" (fossil + cement + land-use change) is the whole atmospheric burden the drawdown must remove, and it matches the forcing coefficient, which was fitted to a concentration record that already reflects land use. ""fossil"" has lower uncertainty but leaves ~33% of the burden unallocated.",Thermal sink — allocation doctrine,,,,"consumption-based allocation once trade data supports it. Recorded for live implementations to settle, not resolved by the model.",,,,,"A LIVE EQUITY QUESTION and a sign-off item. Including land use moves substantial burden onto collectives that were often converting land under external demand, and the framework cannot yet trade-adjust — OWID consumption-based emissions begin only in 1990, far too short for a cumulative measure."
ETA_BASIS,'clear_sky',"policy switch — ""clear_sky""",normative,,"which radiative-efficiency field weights a collective's land allocation. Clear-sky measures the STRUCTURAL radiative transparency of the column, which is what ""this land's share of the sink"" should mean. All-sky η credits a collective for being cloudy — cloud cover is not a policy lever, is partly endogenous to warming, and is the noisiest part of the field, so an all-sky rule rewards weather.",Thermal sink — allocation doctrine,,,,"a governance decision on what the allocation is meant to track. The FIELDS themselves are measured (ERA5, 258 collectives); the choice between them is not.",,,,,"NOT COSMETIC — the two differ by up to 0.27 in η (RMS 0.051, p95 0.085), so all-sky is reported alongside as the physical reality check and the per-collective gap must stay visible."
ETA_LAND_MASK_THRESHOLD,0.5,"ERA5 land-sea-mask fraction ∈ [0,1]",normative,,lsm ≥ this counts as land (§5 decision 1: territorial sea excluded).,Thermal sink — allocation doctrine,,,,"superseded. The continuous-fraction weighting is the operative decision and it lives with the data that implements it, which is the right place for a method choice the generation step makes.",,,,"hours_eoh.research.thermal_path_c.load_eta_land — the shipped η dataset it returns records, in its own `_method.weighting` field, ""cos(latitude) x land FRACTION (lsm), not a binary threshold, so partial coastal cells contribute their actual land area"".","THE SHIPPED DATA CONTRADICTED THIS CONSTANT AND NOTHING RECORDED IT (found 2026-08-17 by a dead-code sweep). Its `form:` asserted that ""the ERA5 mask is a fraction, so a THRESHOLD IS REQUIRED""; the η dataset that actually shipped states in its own method field that it used the continuous land fraction and explicitly NOT a binary threshold. The generation step answered the question this constant was posed to settle, and answered it the other way — so §5 decision 1 was superseded in practice while still being carried here as live governance. It is retired rather than wired, because wiring it would REINTRODUCE the binary threshold the data deliberately avoided: partial coastal cells would flip to all-or-nothing instead of contributing their actual land area, which is strictly worse and would silently change every per-collective η. The wider lesson is that the provenance gate proves a constant is DOCUMENTED, not that it is USED — this one was tagged, audited, and contradicted by the dataset it governed."
CDR_UNATTRIBUTED_POLICY,'pro_rata',"policy switch — ""pro_rata""",normative,,"what happens to emissions belonging to no territory — international shipping and aviation, 46 GtCO₂ / 2.49% of the cumulative fossil total. ""pro_rata"" redistributes across collectives in proportion to existing shares, so shares sum to 1 and no part of the obligation is left without a bearer: we all inherited the world as it is. ""unallocated"" leaves the gap open, which means the commons silently absorbs it — and silence is the objection.",Thermal sink — allocation doctrine,,,,"consumption-based allocation once trade data supports it. OWID's begins in 1990, and 1990-forward is where the framework will start when it does.",,,,,
